[2026-05-21 14:50:19,783][paper2data.train][INFO] - Loading 20NG (subset=all)
[2026-05-21 14:50:21,235][paper2data.train][INFO] - Loaded 18846 documents across 20 classes
[2026-05-21 14:50:21,242][paper2data.train][INFO] - Pre-encoding documents with nomic-ai/nomic-embed-text-v1.5
[2026-05-21 14:50:26,223][paper2data.embeddings][INFO] - Embedding cache MISS — loading nomic-ai/nomic-embed-text-v1.5
[2026-05-21 14:50:26,225][sentence_transformers.base.model][INFO] - No device provided, using cpu
[2026-05-21 14:50:26,374][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/nomic-ai/nomic-embed-text-v1.5/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
[2026-05-21 14:50:26,386][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/nomic-ai/nomic-embed-text-v1.5/e9b6763023c676ca8431644204f50c2b100d9aab/modules.json "HTTP/1.1 200 OK"
[2026-05-21 14:50:26,438][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/nomic-ai/nomic-embed-text-v1.5/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
[2026-05-21 14:50:26,450][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/nomic-ai/nomic-embed-text-v1.5/e9b6763023c676ca8431644204f50c2b100d9aab/config_sentence_transformers.json "HTTP/1.1 200 OK"
[2026-05-21 14:50:26,452][sentence_transformers.base.model][INFO] - Loading SentenceTransformer model from nomic-ai/nomic-embed-text-v1.5.
[2026-05-21 14:50:26,496][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/nomic-ai/nomic-embed-text-v1.5/resolve/main/config_sentence_transformers.json "HTTP/1.1 307 Temporary Redirect"
[2026-05-21 14:50:26,497][huggingface_hub.utils._http][WARNING] - Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-05-21 14:50:26,508][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/nomic-ai/nomic-embed-text-v1.5/e9b6763023c676ca8431644204f50c2b100d9aab/config_sentence_transformers.json "HTTP/1.1 200 OK"
[2026-05-21 14:50:26,549][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/nomic-ai/nomic-embed-text-v1.5/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-05-21 14:50:26,563][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/nomic-ai/nomic-embed-text-v1.5/e9b6763023c676ca8431644204f50c2b100d9aab/README.md "HTTP/1.1 200 OK"
[2026-05-21 14:50:26,615][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/nomic-ai/nomic-embed-text-v1.5/resolve/main/modules.json "HTTP/1.1 307 Temporary Redirect"
[2026-05-21 14:50:26,627][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/nomic-ai/nomic-embed-text-v1.5/e9b6763023c676ca8431644204f50c2b100d9aab/modules.json "HTTP/1.1 200 OK"
